0,1,labels
-1.4148926000000002,1.1323373,No
-1.9174044,0.56839676,No
-1.6584173,1.0403728,No
-1.4835649,1.1053363,No
-1.3483359,0.89660031,No
-1.5513442,0.91068026,No
-1.4618784,1.0287273,No
-1.3312928999999998,1.0942002,No
-2.18961,0.55924144,No
-1.581769,0.8287810999999999,No
-1.5639885,0.84674898,No
-1.8550429,0.63602823,No
-1.6968058999999998,0.9024844,No
-1.7651436000000005,0.73245213,No
-1.2992249,1.1178989,No
-1.5630962,0.88730181,No
-2.1115155,0.81897195,No
-1.898654,0.58082366,No
-1.2610131000000002,1.0745912,No
-1.8382104,0.92682749,No
-1.6450072,0.73252801,No
-1.2998968000000002,1.1015969,No
-1.9194826,0.39609448,No
-1.3555734,0.65554897,No
-2.1363081000000004,0.46386349,No
-1.6902325,0.94937709,No
-1.8066347,0.9919813,No
-1.5409901,0.741844,No
-1.6933651,0.92428558,No
-1.711442,0.74508812,No
-1.6590223000000002,0.9201235,No
-1.1575003,0.99944938,No
-1.8611771,0.78202807,No
-1.5626513000000002,1.0341587,No
-1.9002525,0.56028715,No
-1.6398811000000002,1.1242613,No
-1.3662538999999998,1.2010471,No
-1.502199,0.95760262,No
-1.7506711,0.76335368,No
-1.5502166000000002,1.0828448,No
-1.8346432,1.0928248,No
-1.9003227,0.68485471,No
-1.8138257,0.36650796,No
-1.4533054,0.95430291,No
-1.9175401,0.75708998,No
-1.7314353,0.58294642,No
-1.7511651,1.1193059,No
-1.5336040000000002,1.0478710999999998,No
-1.3311773999999998,1.0382042,No
-1.958939,0.60415153,No
-2.0688188000000003,0.66362202,No
-1.700133,0.79850379,No
-1.7858023999999997,1.0639868,No
-1.3947421,1.0561723,No
-1.6203114,0.9126752,No
-1.3301001,1.2274376,No
-1.9055838,0.36453582,No
-1.7630886,0.38072652,No
-1.6695656000000003,0.93946927,No
-1.1654811,1.1457316,No
-1.7810689999999998,0.71345566,No
-1.7352398999999998,0.88352053,No
-1.5591921,0.9990425,No
-1.5379466999999998,0.79872476,No
-1.6754808,0.58357515,No
-1.5450044,0.81048426,No
-1.6569026000000002,0.69060472,No
-1.6851705,0.82769188,No
-2.0681327,0.58389084,No
-1.7795488999999998,0.84043086,No
-1.6889467,0.78470264,No
-1.2046491,1.2166609,No
-1.919453,0.52587489,No
-1.6233148000000002,0.9339073,No
-1.5689707,0.80164586,No
-1.7067758000000002,0.81000156,No
-1.7526445,0.84813637,No
-2.0771198,0.48531088,No
-1.7492422,0.76762034,No
-1.7775256999999998,0.95707205,No
-1.8651971,0.73956779,No
-2.1021639,0.40361708,No
-1.3492917,1.239733,No
-1.56006,1.0376074,No
-1.5948893999999998,0.79077431,No
-1.7814673,0.61065482,No
-1.3157749,1.1713907,No
-1.7656328,0.95919475,No
-1.6312672,0.86864096,No
-1.4989458,1.0388331,No
-1.932475,0.62905764,No
-1.7291889,0.46920194,No
-1.8083123,0.82355334,No
-1.7949865000000005,0.81674229,No
-1.9682902,0.59879681,No
-1.6214296,0.87958167,No
-1.4776938,1.1249587,No
-1.5808719,0.7390899999999999,No
-2.0007501,0.49516825,No
-1.5809428,1.0807955,No
0.40818693,1.0699345,No
0.68932378,1.2676966,No
0.33344070000000003,0.69859168,No
0.72705347,1.2321646000000002,No
0.55987382,1.048699,No
0.61563755,1.388537,No
0.85357666,1.3285107,No
0.32182117,1.1753446,No
0.39684435,1.3530316,No
0.42477316,1.1206135,No
0.66350241,1.2631698,No
0.17486884,0.85405542,No
0.46559395,1.1757144,No
0.59615031,1.1631699,No
0.47521738,1.2100288,No
0.69085117,1.2922701,No
0.23491943,1.1169451,No
0.44473999,1.1169443,No
0.39493332,0.99568498,No
0.19327312,1.168694,No
0.37334363,0.92647489,No
0.74495951,1.4131358,No
0.79588,1.2759404,No
0.28811612,0.74656998,No
0.73996214,1.016357,No
0.39035553,1.1017149,No
0.56114831,1.1064107,No
0.40361389,1.00651,No
0.51489903,1.1390737,No
0.38816779,1.0727853,No
0.82533177,1.2649872,No
0.70772752,1.1823723,No
0.50702489,1.1365391000000002,No
0.5823297,1.0691248,No
0.47479192,1.1892088,No
0.4496840999999999,1.1126985,No
0.62620096,1.3084908000000002,No
0.47601274,1.1652699,No
0.76039914,1.4468609,No
0.47777494,1.5228638,No
0.79705142,1.1367387,No
0.38798299,0.9154639,No
0.851231,1.1432716,No
0.59252672,1.0560862,No
0.45901108,0.89493322,No
0.50834021,1.2282161,No
0.65678054,1.1122543,No
0.31719699,0.63792369,No
0.4531677,1.4693146,No
0.4836733,1.2290934999999998,No
0.49973042,1.0123765,No
0.56289902,1.0549147,No
0.53799505,1.1531299,No
0.25294046,0.89221441,No
0.770691,1.2937622,No
0.75271291,1.619378,No
0.59005312,1.0114221,No
0.6502825,1.2307003,No
0.49777254,1.1899049,No
0.59716558,1.1477708999999998,No
0.69444764,1.2258611,No
1.1577851,1.6635273999999998,No
0.39701822,0.83546073,No
0.61059478,1.0567933,No
0.2569891,0.96244755,No
0.59642519,1.1038364,No
0.71290615,1.2120282,No
0.49681916,1.0652418,No
0.3580895,1.0172888,No
0.74900487,1.1351498,No
0.65738556,1.0366833,No
0.5520248000000001,1.2024339,No
0.61333799,1.1023406,No
0.45166863,1.1324383,No
0.042092324,0.61541781,No
0.41363435,1.0354475,No
0.74152434,1.5273045,No
0.45456089,0.8637189000000001,No
0.029636499,0.76730206,No
0.73555111,1.1237780000000002,No
0.56980366,1.2741688999999998,No
0.503831,1.0156738,No
0.56086758,0.88258149,No
0.56730789,1.3001938,No
0.62704626,1.3557511999999998,No
0.67849535,1.3348749,No
0.27383051,1.0924035,No
0.6220359999999999,1.1392871999999998,No
0.35844168,0.97238038,No
0.54373452,1.1079997,No
0.43147344,1.268181,No
